TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR,4_B4_QBAL,4_B4_DQAIRdT,4_B4_QHEAT,4_B4_QCOOL,4_B4_QINF,4_B4_QVENT,4B4_QCOUP,4_B4_QTRANS,4_B4_QGINT,4_B4_QWGAIN,4_B4_QSOL,4_B4_QSOLAIR,5_B4_QBAL,5_B4_DQAIRdT,5_B4_QHEAT,5_B4_QCOOL,5_B4_QINF,5_B4_QVENT,5B4_QCOUP,5_B4_QTRANS,5_B4_QGINT,5_B4_QWGAIN,5_B4_QSOL,5_B4_QSOLAIR
46,0.0,-3.022e-12,-7.001,0.0,0.0,0.0,0.0,-12.08,5.081,0.0,0.0,0.0,0.0,-6.389e-12,0.0,7263.0,0.0,-7630.0,0.0,490.0,-123.2,0.0,0.0,4.748e-13,0.0,-4.47e-12,-31.3,0.0,0.0,-66.66,0.0,19.88,-18.75,34.24,0.0,1.41e-13,0.0,2.822e-11,-10.87,0.0,0.0,-69.51,0.0,-623.2,-772.0,1454.0,0.0,2.527e-12,0.0,-8.211e-12,-18.61,0.0,0.0,-65.76,0.0,122.1,-123.3,48.32,0.0,-2.719e-12,0.0
47,0.0,7.283e-12,-11.19,0.0,0.0,0.0,0.0,-41.55,30.36,0.0,0.0,0.0,0.0,1.938e-13,0.0,7600.0,0.0,-7900.0,0.0,429.2,-129.1,0.0,0.0,5.065e-13,0.0,-2.671e-12,-36.45,0.0,0.0,-68.48,0.0,14.84,-17.05,34.24,0.0,2.644e-12,0.0,-3.111e-11,-428.4,0.0,0.0,-70.9,0.0,-441.9,12.91,71.55,0.0,9.195e-12,0.0,9.431e-13,178.9,0.0,0.0,-68.37,0.0,36.67,-491.9,702.5,0.0,1.512e-12,0.0
48,0.0,6.722e-12,-9.966,0.0,0.0,0.0,0.0,-67.33,57.36,0.0,0.0,0.0,0.0,-1.866e-12,0.0,8036.0,0.0,-8263.0,0.0,362.1,-135.3,0.0,0.0,1.118e-12,0.0,1.122e-11,23.92,0.0,0.0,-72.04,0.0,1.015,-102.6,197.5,0.0,3.059e-12,0.0,-2.678e-11,-6.627,0.0,0.0,-73.9,0.0,-300.6,296.3,71.55,0.0,1.531e-12,0.0,2.201e-12,-103.4,0.0,0.0,-71.97,0.0,2.507,-408.9,374.9,0.0,4.247e-12,0.0
49,0.0,-1.023e-12,3.213,0.0,0.0,0.0,0.0,-55.04,58.25,0.0,0.0,0.0,0.0,2.073e-12,0.0,8183.0,0.0,-8383.0,0.0,340.0,-140.6,0.0,0.0,-2.005e-13,0.0,1.68e-11,-23.17,0.0,0.0,-73.26,0.0,-1.589,-145.9,197.5,0.0,1.026e-12,0.0,6.639e-12,-55.26,0.0,0.0,-75.0,0.0,-291.7,239.9,71.55,0.0,1.264e-11,0.0,2.443e-11,-18.77,0.0,0.0,-72.82,0.0,6.234,-327.1,374.9,0.0,2.605e-12,0.0
50,0.0,-4.782e-12,-7.74,0.0,0.0,0.0,0.0,-63.57,55.83,0.0,0.0,0.0,0.0,-5.07e-12,0.0,8110.0,0.0,-8290.0,0.0,325.4,-145.1,0.0,0.0,3.588e-13,0.0,1.519e-12,-19.87,0.0,0.0,-72.23,0.0,0.467,-145.6,197.5,0.0,5.327e-12,0.0,-1.961e-12,-37.04,0.0,0.0,-73.94,0.0,-265.8,231.2,71.55,0.0,8.413e-12,0.0,-1.316e-11,-12.51,0.0,0.0,-71.91,0.0,1.606,-317.1,374.9,0.0,2.527e-12,0.0
51,0.0,-1.145e-11,-1.107,0.0,0.0,0.0,0.0,-61.97,60.87,0.0,0.0,0.0,0.0,7.104e-12,0.0,8138.0,0.0,-8293.0,0.0,304.4,-149.8,0.0,0.0,5.381e-13,0.0,2.994e-12,-22.36,0.0,0.0,-72.15,0.0,0.403,-148.1,197.5,0.0,9.47e-15,0.0,8.692e-12,-42.89,0.0,0.0,-73.83,0.0,-253.9,213.2,71.55,0.0,-1.597e-12,0.0,-9.434e-12,-6.532,0.0,0.0,-72.13,0.0,9.24,-318.5,374.9,0.0,-1.931e-12,0.0
52,0.0,1.081e-11,-3.483,0.0,0.0,0.0,0.0,-62.15,58.66,0.0,0.0,0.0,0.0,-2.514e-12,0.0,8156.0,0.0,-8289.0,0.0,287.5,-154.4,0.0,0.0,-1.266e-13,0.0,-7.894e-12,-21.53,0.0,0.0,-72.06,0.0,1.708,-148.7,197.5,0.0,-4.057e-12,0.0,9.465e-12,-37.24,0.0,0.0,-73.65,0.0,-235.1,200.0,71.55,0.0,8.101e-12,0.0,1.417e-11,-11.34,0.0,0.0,-71.82,0.0,6.362,-320.8,374.9,0.0,-2.087e-12,0.0
53,0.0,5.286e-12,-2.017,0.0,0.0,0.0,0.0,-60.43,58.41,0.0,0.0,0.0,0.0,-5.925e-13,0.0,8176.0,0.0,-8290.0,0.0,272.7,-158.7,0.0,0.0,9.707e-13,0.0,-9.435e-12,-20.95,0.0,0.0,-71.96,0.0,2.577,-149.1,197.5,0.0,-2.102e-12,0.0,-1.349e-11,-36.07,0.0,0.0,-73.53,0.0,-219.5,185.4,71.55,0.0,9.195e-12,0.0,-1.838e-11,-12.1,0.0,0.0,-71.99,0.0,3.111,-318.1,374.9,0.0,-7.014e-12,0.0
54,0.0,1.155e-11,-3.522,0.0,0.0,0.0,0.0,-61.92,58.4,0.0,0.0,0.0,0.0,-2.648e-12,0.0,8195.0,0.0,-8289.0,0.0,257.7,-163.1,0.0,0.0,-2.321e-13,0.0,4.84e-12,-19.28,0.0,0.0,-71.8,0.0,5.577,-150.6,197.5,0.0,-2.18e-12,0.0,-3.133e-11,-35.12,0.0,0.0,-73.4,0.0,-205.3,172.1,71.55,0.0,-1.286e-11,0.0,-1.158e-11,-10.69,0.0,0.0,-71.92,0.0,2.502,-316.2,374.9,0.0,2.292e-12,0.0
55,0.0,-1.158e-12,-2.369,0.0,0.0,0.0,0.0,-61.46,59.09,0.0,0.0,0.0,0.0,8.304e-12,0.0,8184.0,0.0,-8258.0,0.0,241.7,-167.3,0.0,0.0,2.321e-13,0.0,1.374e-11,-18.84,0.0,0.0,-71.61,0.0,7.706,-152.5,197.5,0.0,-3.816e-13,0.0,-4.208e-12,-34.04,0.0,0.0,-72.98,0.0,-193.2,160.6,71.55,0.0,4.034e-12,0.0,-5.274e-12,-8.955,0.0,0.0,-71.52,0.0,3.873,-316.2,374.9,0.0,3.309e-12,0.0
56,0.0,9.578e-12,11.32,0.0,0.0,0.0,0.0,-24.64,35.96,0.0,0.0,0.0,0.0,-3.387e-12,0.0,8134.0,0.0,-8230.0,0.0,267.0,-171.4,0.0,0.0,7.914e-13,0.0,5.224e-12,112.1,0.0,0.0,-71.4,0.0,1.842,-395.5,577.1,0.0,-4.667e-12,0.0,2.862e-12,217.9,0.0,0.0,-73.0,0.0,-246.9,-371.7,909.5,0.0,-6.623e-13,0.0,5.787e-12,96.55,0.0,0.0,-71.43,0.0,1.058,-535.6,702.5,0.0,-1.147e-12,0.0
57,0.0,-4.436e-12,-1.088,0.0,0.0,0.0,0.0,-15.14,14.05,0.0,0.0,0.0,0.0,1.936e-12,0.0,7893.0,0.0,-8018.0,0.0,296.8,-182.8,0.0,0.0,10.72,0.0,5.031e-12,-172.9,0.0,0.0,-69.44,0.0,24.45,-229.7,34.24,0.0,67.56,0.0,-1.04e-11,-17.14,0.0,0.0,-71.28,0.0,-304.6,-685.9,909.5,0.0,135.1,0.0,5.443e-12,22.61,0.0,0.0,-69.56,0.0,-3.383,-674.5,702.5,0.0,67.56,0.0
58,0.0,2.334e-12,15.98,0.0,0.0,0.0,0.0,28.1,-12.12,0.0,0.0,0.0,0.0,2.018e-12,0.0,7001.0,0.0,-7218.0,0.0,341.3,-351.1,0.0,0.0,227.2,0.0,-1.501e-11,174.1,0.0,0.0,-61.79,0.0,43.82,-1549.0,34.24,0.0,1707.0,0.0,8.185e-12,313.6,0.0,0.0,-64.01,0.0,-401.3,-3595.0,973.6,0.0,3400.0,0.0,1.114e-11,155.9,0.0,0.0,-62.27,0.0,-14.27,-1894.0,702.5,0.0,1424.0,0.0
59,0.0,5.585e-12,11.89,0.0,0.0,0.0,0.0,64.39,-52.51,0.0,0.0,0.0,0.0,4.434e-12,0.0,5854.0,0.0,-6170.0,0.0,424.1,-309.0,0.0,0.0,200.5,0.0,-1.91e-11,106.7,0.0,0.0,-52.45,0.0,3.899,-1967.0,34.24,0.0,2088.0,0.0,-1.455e-11,64.13,0.0,0.0,-54.53,0.0,-498.6,-4247.0,701.5,0.0,4163.0,0.0,2.638e-11,-153.5,0.0,0.0,-52.43,0.0,3.116,-1412.0,48.32,0.0,1260.0,0.0
60,0.0,1.229e-11,8.455,0.0,0.0,0.0,0.0,80.64,-72.18,0.0,0.0,0.0,0.0,2.501e-12,0.0,4924.0,0.0,-5318.0,0.0,493.6,-267.7,0.0,0.0,168.2,0.0,-2.728e-12,172.3,0.0,0.0,-45.1,0.0,-27.49,-2796.0,34.24,0.0,3007.0,0.0,-4.547e-12,259.5,0.0,0.0,-46.78,0.0,-602.4,-5783.0,701.5,0.0,5990.0,0.0,-2.501e-12,32.43,0.0,0.0,-44.39,0.0,51.88,-1082.0,48.32,0.0,1059.0,0.0
61,0.0,1.65e-11,20.84,0.0,0.0,0.0,0.0,121.6,-100.8,0.0,0.0,0.0,0.0,-7.361e-12,0.0,4401.0,0.0,-4851.0,0.0,546.6,-227.4,0.0,0.0,131.2,0.0,-4.093e-12,118.9,0.0,0.0,-42.28,0.0,-51.33,-2898.0,34.24,0.0,3076.0,0.0,-1.546e-11,140.4,0.0,0.0,-43.63,0.0,-723.6,-5922.0,701.5,0.0,6128.0,0.0,-8.527e-12,36.33,0.0,0.0,-41.13,0.0,102.3,-899.9,48.32,0.0,826.7,0.0
62,0.0,1.521e-12,-3.434,0.0,0.0,0.0,0.0,101.6,-105.0,0.0,0.0,0.0,0.0,-2.785e-12,0.0,3810.0,0.0,-4441.0,0.0,719.4,-204.4,0.0,0.0,116.4,0.0,-1.319e-11,53.56,0.0,0.0,-37.71,0.0,-127.8,-2729.0,34.24,0.0,2914.0,0.0,4.547e-12,6.95,0.0,0.0,-39.07,0.0,-793.4,-4641.0,701.5,0.0,4779.0,0.0,-1.705e-11,16.89,0.0,0.0,-36.45,0.0,93.55,-821.9,48.32,0.0,733.4,0.0
63,0.0,-1.198e-11,-4.901,0.0,0.0,0.0,0.0,62.81,-67.71,0.0,0.0,0.0,0.0,7.12e-12,0.0,3802.0,0.0,-4386.0,0.0,668.5,-170.2,0.0,0.0,86.06,0.0,-9.322e-12,-71.83,0.0,0.0,-37.22,0.0,-133.9,-1412.0,34.24,0.0,1477.0,0.0,-3.229e-11,-226.5,0.0,0.0,-38.29,0.0,-683.7,-2523.0,71.55,0.0,2947.0,0.0,4.889e-12,-4.645,0.0,0.0,-36.02,0.0,80.34,-639.4,48.32,0.0,542.2,0.0
64,0.0,-2.871e-12,-11.98,0.0,0.0,0.0,0.0,11.73,-23.71,0.0,0.0,0.0,0.0,-1.322e-12,0.0,4296.0,0.0,-4724.0,0.0,516.0,-129.3,0.0,0.0,41.08,0.0,-2.274e-12,-74.48,0.0,0.0,-41.03,0.0,-88.33,-575.1,34.24,0.0,595.7,0.0,3.07e-11,-83.34,0.0,0.0,-42.22,0.0,-515.4,-786.0,71.55,0.0,1189.0,0.0,-8.47e-12,-28.42,0.0,0.0,-39.91,0.0,72.22,-367.8,48.32,0.0,258.8,0.0
65,0.0,2.217e-11,-5.994,0.0,0.0,0.0,0.0,-19.04,13.04,0.0,0.0,0.0,0.0,3.638e-12,0.0,4637.0,0.0,-5078.0,0.0,539.1,-98.92,0.0,0.0,0.7063,0.0,-2.419e-11,-98.59,0.0,0.0,-43.01,0.0,-71.78,-22.49,34.24,0.0,4.45,0.0,-2.724e-11,-157.2,0.0,0.0,-44.13,0.0,-484.7,291.2,71.55,0.0,8.899,0.0,-8.045e-12,-62.01,0.0,0.0,-41.97,0.0,32.28,-105.1,48.32,0.0,4.45,0.0
66,0.0,-2.43e-12,-10.06,0.0,0.0,0.0,0.0,-48.63,38.57,0.0,0.0,0.0,0.0,1.122e-11,0.0,5128.0,0.0,-5489.0,0.0,464.6,-104.0,0.0,0.0,1.134e-12,0.0,-1.137e-11,-47.53,0.0,0.0,-46.51,0.0,-41.71,6.443,34.24,0.0,-2.753e-12,0.0,-4.759e-11,-57.01,0.0,0.0,-47.77,0.0,-418.7,337.9,71.55,0.0,6.712e-13,0.0,1.38e-11,-24.78,0.0,0.0,-45.72,0.0,41.14,-68.51,48.32,0.0,5.141e-12,0.0
67,0.0,8.26e-12,12.95,0.0,0.0,0.0,0.0,-15.22,28.18,0.0,0.0,0.0,0.0,-1.111e-11,0.0,5581.0,0.0,-5869.0,0.0,397.6,-109.8,0.0,0.0,-4.273e-13,0.0,-1.144e-12,-34.01,0.0,0.0,-52.18,0.0,-9.752,-6.323,34.24,0.0,2.174e-12,0.0,-3.539e-11,194.6,0.0,0.0,-53.81,0.0,-449.5,-211.5,909.5,0.0,1.373e-11,0.0,1.24e-12,-4.494,0.0,0.0,-50.41,0.0,74.83,-77.24,48.32,0.0,-1.381e-13,0.0
68,0.0,-8.509e-13,-1.563,0.0,0.0,0.0,0.0,-5.874,4.311,0.0,0.0,0.0,0.0,-3.497e-12,0.0,5632.0,0.0,-6048.0,0.0,532.5,-115.8,0.0,0.0,-2.849e-13,0.0,9.587e-12,-34.38,0.0,0.0,-52.83,0.0,3.002,-18.78,34.24,0.0,-1.351e-11,0.0,8.445e-12,95.66,0.0,0.0,-55.2,0.0,-611.2,-691.7,1454.0,0.0,2.591e-13,0.0,-1.25e-11,-15.24,0.0,0.0,-50.79,0.0,78.27,-91.04,48.32,0.0,-2.484e-12,0.0
69,0.0,1.22e-12,2.633,0.0,0.0,0.0,0.0,3.319,-0.6853,0.0,0.0,0.0,0.0,6.656e-12,0.0,5959.0,0.0,-6358.0,0.0,521.3,-121.9,0.0,0.0,5.592e-13,0.0,-4.322e-12,-33.76,0.0,0.0,-54.94,0.0,11.14,-24.2,34.24,0.0,-6.624e-12,0.0,-7.961e-12,-32.05,0.0,0.0,-57.58,0.0,-633.8,-794.5,1454.0,0.0,1.589e-12,0.0,3.552e-11,-9.958,0.0,0.0,-53.69,0.0,94.68,-99.26,48.32,0.0,1.101e-11,0.0
70,0.0,-1.456e-11,-6.785,0.0,0.0,0.0,0.0,-9.639,2.854,0.0,0.0,0.0,0.0,3.264e-13,0.0,6459.0,0.0,-6830.0,0.0,499.9,-128.1,0.0,0.0,9.233e-13,0.0,-1.159e-12,-28.95,0.0,0.0,-59.09,0.0,27.07,-31.16,34.24,0.0,-5.372e-12,0.0,3.42e-11,-20.79,0.0,0.0,-61.85,0.0,-617.9,-794.9,1454.0,0.0,-1.32e-13,0.0,4.827e-12,-18.41,0.0,0.0,-58.09,0.0,97.28,-105.9,48.32,0.0,-3.579e-12,0.0
71,0.0,-2.22e-12,-2.78,0.0,0.0,0.0,0.0,-17.21,14.43,0.0,0.0,0.0,0.0,-1.396e-11,0.0,6782.0,0.0,-7120.0,0.0,471.6,-133.8,0.0,0.0,7.861e-13,0.0,-3.497e-12,-28.91,0.0,0.0,-62.05,0.0,34.93,-36.03,34.24,0.0,2.192e-13,0.0,-9.537e-12,-117.1,0.0,0.0,-64.61,0.0,-586.8,-647.3,1182.0,0.0,5.469e-12,0.0,-3.644e-13,-20.16,0.0,0.0,-60.83,0.0,94.55,-102.2,48.32,0.0,1.739e-12,0.0
72,0.0,2.132e-14,-15.97,0.0,0.0,0.0,0.0,-55.3,39.33,0.0,0.0,0.0,0.0,-2.919e-12,0.0,6994.0,0.0,-7272.0,0.0,416.8,-138.9,0.0,0.0,-1.583e-12,0.0,-1.575e-12,23.81,0.0,0.0,-63.62,0.0,10.94,-121.0,197.5,0.0,-6.944e-13,0.0,8.319e-12,-335.3,0.0,0.0,-65.6,0.0,-412.9,71.67,71.55,0.0,-7.54e-12,0.0,3.561e-13,88.83,0.0,0.0,-62.24,0.0,38.06,-261.9,374.9,0.0,-3.964e-12,0.0
73,0.0,5.855e-12,-2.639,0.0,0.0,0.0,0.0,-63.76,61.12,0.0,0.0,0.0,0.0,-6.593e-12,0.0,7441.0,0.0,-7650.0,0.0,352.7,-144.2,0.0,0.0,-8.441e-14,0.0,-1.196e-11,-28.56,0.0,0.0,-67.01,0.0,0.3894,-159.5,197.5,0.0,6.031e-12,0.0,-1.886e-11,-15.2,0.0,0.0,-68.63,0.0,-294.6,276.5,71.55,0.0,8.257e-12,0.0,-2.633e-12,-18.22,0.0,0.0,-65.9,0.0,3.308,-330.5,374.9,0.0,-7.576e-13,0.0
74,0.0,8.853e-12,-3.452,0.0,0.0,0.0,0.0,-64.01,60.56,0.0,0.0,0.0,0.0,-2.005e-12,0.0,7979.0,0.0,-8156.0,0.0,327.6,-149.8,0.0,0.0,-6.12e-13,0.0,-7.385e-12,-26.66,0.0,0.0,-71.29,0.0,3.415,-156.3,197.5,0.0,3.841e-12,0.0,-3.166e-11,-55.62,0.0,0.0,-73.08,0.0,-274.5,220.4,71.55,0.0,-6.445e-12,0.0,7.621e-12,-13.83,0.0,0.0,-70.65,0.0,5.644,-323.7,374.9,0.0,1.823e-12,0.0
75,0.0,-4.533e-12,-3.618,0.0,0.0,0.0,0.0,-65.65,62.03,0.0,0.0,0.0,0.0,2.033e-12,0.0,8561.0,0.0,-8710.0,0.0,304.0,-155.6,0.0,0.0,6.12e-13,0.0,4.931e-12,-30.32,0.0,0.0,-77.19,0.0,4.071,-154.7,197.5,0.0,8.768e-12,0.0,-1.95e-12,-50.28,0.0,0.0,-78.8,0.0,-248.7,205.7,71.55,0.0,2.313e-12,0.0,-3.889e-12,-17.84,0.0,0.0,-75.91,0.0,4.737,-321.6,374.9,0.0,2.136e-12,0.0
76,0.0,1.158e-12,-3.622,0.0,0.0,0.0,0.0,-67.42,63.79,0.0,0.0,0.0,0.0,1.586e-12,0.0,8995.0,0.0,-9117.0,0.0,282.7,-161.0,0.0,0.0,2.216e-13,0.0,-8.666e-13,-28.33,0.0,0.0,-82.53,0.0,7.303,-150.6,197.5,0.0,8.768e-12,0.0,-2.007e-11,-47.6,0.0,0.0,-83.91,0.0,-226.9,191.7,71.55,0.0,5.911e-12,0.0,2.603e-12,-18.03,0.0,0.0,-79.86,0.0,3.211,-316.3,374.9,0.0,-1.149e-12,0.0
77,0.0,8.527e-12,-3.795,0.0,0.0,0.0,0.0,-69.57,65.77,0.0,0.0,0.0,0.0,-1.156e-11,0.0,9309.0,0.0,-9404.0,0.0,261.4,-166.2,0.0,0.0,-6.753e-13,0.0,5.945e-12,-24.71,0.0,0.0,-85.96,0.0,13.5,-149.8,197.5,0.0,5.093e-12,0.0,5.613e-12,-45.05,0.0,0.0,-87.47,0.0,-208.6,179.4,71.55,0.0,-1.724e-11,0.0,1.778e-12,-16.88,0.0,0.0,-82.65,0.0,2.352,-311.5,374.9,0.0,-3.338e-12,0.0
78,0.0,2.458e-12,-3.314,0.0,0.0,0.0,0.0,-70.47,67.16,0.0,0.0,0.0,0.0,-4.339e-12,0.0,9659.0,0.0,-9729.0,0.0,241.6,-171.5,0.0,0.0,-2.743e-13,0.0,2.043e-12,-25.14,0.0,0.0,-89.01,0.0,18.11,-151.8,197.5,0.0,2.356e-12,0.0,-4.202e-12,-44.61,0.0,0.0,-90.53,0.0,-191.7,166.0,71.55,0.0,-9.886e-12,0.0,2.125e-11,-17.74,0.0,0.0,-85.79,0.0,1.593,-308.4,374.9,0.0,3.231e-12,0.0
79,0.0,1.577e-12,-3.645,0.0,0.0,0.0,0.0,-71.92,68.28,0.0,0.0,0.0,0.0,-1.314e-11,0.0,9949.0,0.0,-9995.0,0.0,222.8,-177.0,0.0,0.0,4.432e-13,0.0,-1.21e-13,-23.89,0.0,0.0,-90.22,0.0,22.88,-154.1,197.5,0.0,-4.526e-12,0.0,1.803e-12,-43.0,0.0,0.0,-91.61,0.0,-175.5,152.6,71.55,0.0,4.19e-12,0.0,-1.267e-11,-18.06,0.0,0.0,-88.35,0.0,0.896,-305.5,374.9,0.0,1.808e-13,0.0
80,0.0,-8.74e-12,11.81,0.0,0.0,0.0,0.0,-33.25,45.05,0.0,0.0,0.0,0.0,-2.447e-12,0.0,10170.0,0.0,-10230.0,0.0,245.4,-182.4,0.0,0.0,-3.165e-14,0.0,-4.961e-12,101.9,0.0,0.0,-91.04,0.0,9.946,-394.1,577.1,0.0,2.997e-12,0.0,-1.023e-11,210.3,0.0,0.0,-92.65,0.0,-222.9,-383.6,909.5,0.0,-2.383e-12,0.0,-3.193e-12,88.98,0.0,0.0,-90.81,0.0,-0.583,-522.1,702.5,0.0,1.039e-13,0.0
81,0.0,7.709e-13,-6.375,0.0,0.0,0.0,0.0,-35.82,29.44,0.0,0.0,0.0,0.0,-5.993e-12,0.0,10130.0,0.0,-10200.0,0.0,260.3,-196.2,0.0,0.0,12.17,0.0,-8.754e-12,-173.1,0.0,0.0,-90.25,0.0,42.37,-236.1,34.24,0.0,76.69,0.0,1.918e-11,-28.3,0.0,0.0,-92.28,0.0,-286.1,-712.8,909.5,0.0,153.4,0.0,1.495e-11,-216.9,0.0,0.0,-90.42,0.0,17.69,-269.2,48.32,0.0,76.69,0.0
82,0.0,-1.362e-12,18.7,0.0,0.0,0.0,0.0,13.39,5.311,0.0,0.0,0.0,0.0,-1.705e-13,0.0,8996.0,0.0,-9189.0,0.0,290.3,-503.1,0.0,0.0,406.6,0.0,-4.547e-12,300.0,0.0,0.0,-80.69,0.0,19.92,-2749.0,34.24,0.0,3075.0,0.0,9.095e-12,268.5,0.0,0.0,-82.86,0.0,-355.2,-5489.0,71.55,0.0,6124.0,0.0,-2.728e-12,232.2,0.0,0.0,-80.58,0.0,29.82,-2311.0,48.32,0.0,2546.0,0.0
83,0.0,-5.087e-12,41.37,0.0,0.0,0.0,0.0,127.9,-86.51,0.0,0.0,0.0,0.0,-1.08e-12,0.0,7378.0,0.0,-7798.0,0.0,475.1,-474.2,0.0,0.0,419.0,0.0,-2.092e-11,357.4,0.0,0.0,-68.63,0.0,-67.83,-5002.0,34.24,0.0,5462.0,0.0,9.095e-12,545.2,0.0,0.0,-70.5,0.0,-571.3,-9745.0,71.55,0.0,10860.0,0.0,-7.276e-12,149.0,0.0,0.0,-67.66,0.0,32.36,-2488.0,48.32,0.0,2624.0,0.0
84,0.0,6.182e-12,-4.802,0.0,0.0,0.0,0.0,116.2,-121.0,0.0,0.0,0.0,0.0,2.785e-12,0.0,6354.0,0.0,-6891.0,0.0,604.2,-284.3,0.0,0.0,216.5,0.0,1e-11,130.9,0.0,0.0,-61.03,0.0,-223.3,-4783.0,34.24,0.0,5164.0,0.0,1.546e-11,-329.7,0.0,0.0,-62.0,0.0,-558.1,-3408.0,71.55,0.0,3627.0,0.0,2.728e-12,-10.74,0.0,0.0,-59.28,0.0,55.91,-1418.0,48.32,0.0,1362.0,0.0
85,0.0,-2.871e-12,-3.258,0.0,0.0,0.0,0.0,74.66,-77.92,0.0,0.0,0.0,0.0,4.945e-12,0.0,5963.0,0.0,-6466.0,0.0,575.0,-207.9,0.0,0.0,136.2,0.0,1.819e-12,-47.67,0.0,0.0,-57.12,0.0,-296.0,-3057.0,34.24,0.0,3328.0,0.0,6.821e-12,-6.496,0.0,0.0,-57.44,0.0,-410.3,-1950.0,71.55,0.0,2339.0,0.0,4.093e-12,-26.6,0.0,0.0,-55.22,0.0,52.03,-929.5,48.32,0.0,857.8,0.0
86,0.0,-8.15e-12,4.792,0.0,0.0,0.0,0.0,62.86,-58.07,0.0,0.0,0.0,0.0,7.788e-12,0.0,5837.0,0.0,-6354.0,0.0,580.7,-184.5,0.0,0.0,120.8,0.0,-4.093e-12,64.35,0.0,0.0,-56.08,0.0,-301.8,-2952.0,34.24,0.0,3340.0,0.0,2.137e-11,10.86,0.0,0.0,-56.38,0.0,-406.9,-1945.0,71.55,0.0,2348.0,0.0,4.889e-12,5.483,0.0,0.0,-54.14,0.0,60.47,-810.4,48.32,0.0,761.3,0.0
87,0.0,-4.448e-12,0.9822,0.0,0.0,0.0,0.0,50.79,-49.81,0.0,0.0,0.0,0.0,1.185e-11,0.0,5897.0,0.0,-6439.0,0.0,602.4,-153.0,0.0,0.0,92.28,0.0,9.55e-12,13.48,0.0,0.0,-57.05,0.0,-335.9,-2662.0,34.24,0.0,3035.0,0.0,-2.274e-11,-1.437,0.0,0.0,-57.23,0.0,-392.9,-1755.0,71.55,0.0,2132.0,0.0,-9.777e-12,-5.847,0.0,0.0,-54.93,0.0,70.66,-651.2,48.32,0.0,581.3,0.0
88,0.0,5.471e-13,-6.229,0.0,0.0,0.0,0.0,20.63,-26.86,0.0,0.0,0.0,0.0,2.913e-13,0.0,6260.0,0.0,-6778.0,0.0,582.6,-116.9,0.0,0.0,52.81,0.0,-1.319e-11,-85.41,0.0,0.0,-60.22,0.0,-305.2,-1465.0,34.24,0.0,1710.0,0.0,-2.433e-11,-78.18,0.0,0.0,-60.42,0.0,-372.8,-919.0,71.55,0.0,1203.0,0.0,1.37e-11,-30.61,0.0,0.0,-58.05,0.0,70.27,-423.8,48.32,0.0,332.7,0.0
89,0.0,1.165e-12,-14.14,0.0,0.0,0.0,0.0,-28.97,14.83,0.0,0.0,0.0,0.0,4.805e-13,0.0,6950.0,0.0,-7387.0,0.0,512.1,-80.12,0.0,0.0,4.979,0.0,-1.936e-11,-164.6,0.0,0.0,-65.45,0.0,-210.6,45.82,34.24,0.0,31.37,0.0,-6.303e-12,-132.6,0.0,0.0,-65.89,0.0,-335.4,134.5,71.55,0.0,62.73,0.0,7.745e-12,-58.48,0.0,0.0,-63.65,0.0,59.1,-133.6,48.32,0.0,31.37,0.0
90,0.0,-5.826e-13,2.883,0.0,0.0,0.0,0.0,-30.26,33.14,0.0,0.0,0.0,0.0,-6.134e-12,0.0,7562.0,0.0,-7954.0,0.0,474.6,-82.99,0.0,0.0,-4.643e-13,0.0,-3.114e-12,-57.14,0.0,0.0,-70.55,0.0,-122.2,101.4,34.24,0.0,-5.629e-13,0.0,-3.312e-11,168.9,0.0,0.0,-71.57,0.0,-390.7,-278.4,909.5,0.0,7.471e-12,0.0,8.14e-12,-35.18,0.0,0.0,-68.94,0.0,65.19,-79.74,48.32,0.0,4.876e-13,0.0
91,0.0,1.183e-12,-0.08854,0.0,0.0,0.0,0.0,-24.19,24.1,0.0,0.0,0.0,0.0,3.75e-12,0.0,7927.0,0.0,-8321.0,0.0,484.8,-91.18,0.0,0.0,4.959e-13,0.0,-1.939e-12,-47.14,0.0,0.0,-73.75,0.0,-70.98,63.35,34.24,0.0,3.113e-12,0.0,3.025e-12,20.7,0.0,0.0,-75.33,0.0,-479.1,-606.5,1182.0,0.0,4.844e-12,0.0,-4.278e-12,-17.82,0.0,0.0,-72.43,0.0,85.92,-79.62,48.32,0.0,3.772e-12,0.0
